text,coarse_label
What knighted actor narrates TV 's The World at War ?,human
What eating utensils are used for handicapped kids ?,entity
What football coach 's story was told in the movie Run to Daylight ?,human
What businesses in Alaska were affected by the Exxon Valdez oil spill ?,human
What does Lloyd 's Lutine Bell announce ?,description
When did the Chernobyl nuclear accident occur ?,numeric
Where did the Maya people live ?,location
What do opposite faces of a die always add up to ?,entity
What was the name of Randy Craft 's lawyer ?,human
What is `` cat scratch fever '' ?,description
Kosovo is a province of what country ?,location
What New England state covers 5.9 square miles ?,location
What is the abbreviation for Original Equipment Manufacturer ?,abbreviation
Hitler came to power in Germany in what year ?,numeric
Who markets Spaghetti-o 's ?,human
What did the ancients call the four great elements ?,entity
Where are the Haversian canals ?,location
What animal 's tail is called a brush ?,entity
How many people die from tuberculosis each year ?,numeric
What were the names of the three ships used by Columbus ?,entity
Who co-starred with Julie Andrews in Mary Poppins ?,human
Where can I find the status of my tax return ?,location
What is the horsepower of the shuttle boosters ?,numeric
What is predicted to topple over between 2010 and 2020 ?,entity
How do wasps make their nests ?,description
When was General Manuel Noriega ousted as the leader of Panama and turned over to U.S. authorities ?,numeric
How many years of bad luck follow breaking a mirror ?,numeric
What kind of crystals exist ?,entity
Which is the best opening move in chess ?,entity
What do ladybugs eat ?,entity
Who was Ezra Taft Benson ?,human
What is the Taj Majal made of ?,entity
Where is the Kentucky Horse Park ?,location
What Argentine boxer was shot dead outside a Nevada brothel in May ?,human
What country boasts the most cars per mile of road ?,location
How come a doughnut has a hole in it ?,description
What happened to Pompeii ?,description
What does a farrier put shoes on ?,entity
Name a Sioux language .,entity
What does saliva consist of ?,entity
What is Jimmy Olsen 's full name ?,human
How many people have died of tuberculosis ?,numeric
What is another name for nearsightedness ?,entity
How many days does a typical mayfly live ?,numeric
"What famous New York City mayor wrote the hit song , `` Will You Love Me in December as You Do in May ? ''",human
What Russian city used to be called St. Petersburg and Petrograd ?,location
What is the definition of a witch ?,description
What are the cookies in Internet ?,description
How many votes in Congress dissented from the 1941 declaration of war with Japan ?,numeric
Who is Pia Zadora 's millionaire husband and mentor ?,human
What U.S. President was the first to breed mules ?,human
What is the difference between molecules and compounds ?,description
What astronomer-architect designed the present St. Paul 's Cathedral in London ?,human
Why are so many umbrellas black ?,description
What feminist wrote Sexual Politics and Flying ?,human
Who was the first American world chess champion ?,human
What is the zodiac sign for August 14 ?,entity
Who was the last woman executed in England ?,human
How many school districts are there in the United States ?,numeric
How long did the Paris Commune hold out for against the rest of France ?,numeric
What university football team did O.J. Simpson take to the Rose Bowl ?,human
What does snafu stand for ?,abbreviation
What color is Chablis ?,entity
What NFL team did Vince Lombardi end his coaching career with ?,human
How much iron is in your body ?,numeric
What is the difference between fatalism and determinism ?,description
When did Thatcher become prime minister ?,numeric
What are some good fractal web sites ?,location
What country imposed the Berlin Blockade in 1948 ?,location
What future movie treat was introduced to American colonists in 1603 by Native Americans ?,entity
How do cameras take pictures ?,description
How much do drugs to treat tuberculosis cost ?,numeric
Who is Prince Naseem Hamed ?,human
What kind of habitat does the scorpion live in ?,location
How many logarithmic scales are there on a slide rule ?,numeric
Where is Webster University ?,location
What sports magazine has the largest circulation ?,entity
What is the legal blood alcohol limit for the state of California ?,entity
How hot should the oven be when making Peachy Oat Muffins ?,numeric
How old is Britney Spears ?,numeric
Where can I get piano music for the Jamiroquai song Everyday for the midi ?,location
Why is Microsoft 's Windows 3 such a successful computer program ?,description
What country 's capital was formed when Pesth and Buda merged ?,location
What is the origin of U.S. Army sergeant 's stripes ?,description
What is proposition 98 about ?,description
What town was the setting for The Music Man ?,location
What was Simple Simon fishing for in his mother 's pail ?,entity
What did Woody Allen call the Japanese gangster film he dubbed into English as a comedy ?,entity
Why does a candle go out when we blow on it ?,description
What title does comedian Henry Youngman claim ?,human
What is `` the taste that beats the others cold '' ?,entity
Who made the first airplane that could fly ?,human
"What kind of sports did they play in the years 1642-1649 , the English Civil War time ?",entity
"Where can I find scientific data , `` research papers , '' on textile engineering ?",location
What makes salt ?,description
How many people die from snakebite poisoning in the U.S. per year ?,numeric
How high is the city of Denver ?,numeric
Who was International Olympic Committee chairman at the 1936 Summer Games ?,human
When was Florida admitted into the Union ?,numeric
What company has built more than 2.5 billion little green houses since 1935 ?,human
How many times a year does the American Gourd Society publish The Gourd ?,numeric
Where can I read about Abraham Lincoln ?,location
What will the increase be in the California gas tax by 2000 ?,numeric
How far is the longest hole in 1 on any golf course and where did it happen ?,numeric
What whisky is `` known by the company it keeps '' ?,entity
What appointments secretary to Richard Nixon went to jail ?,human
Who released the Internet worm in the late 1980s ?,human
What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?,human
Where does the expression `` cloud nine '' come from ?,description
What is lung cancer ?,description
What school does Tom attend in Tom Brown 's School Days ?,human
"What basketball player is credited with 23 , 924 rebounds ?",human
How big is a normal size penis for a 15-year-old ?,numeric
What does Playboy title its `` continuing dialog on contemporary issues between Playboy and its readers '' ?,entity
How many American soldiers remain unaccounted from the Vietnam war ?,numeric
"Where can I find a tape or book to help me say , write and understand Japanese ?",location
How many cables support the main span of the Golden Gate Bridge ?,numeric
How much did Manchester United spend on players in 1993 ?,numeric
What was the birthplace of Edgar Allen Poe ?,location
Why were red M&Ms discontinued then brought back ?,description
What does it take to become a lawyer ?,entity
What American sergeant lost both of his hands in combat during World War II and then went on to act in a single movie for which he won two Oscars ?,human
Who invented the fountain ?,human
What room did W.C. Fields keep his library in ?,location
What causes an earthquake ?,description
What Batman character tools around on a Batcycle ?,human
What are the main blood vessels ?,entity
What does `` saute '' mean ?,description
Where can I find the schematics to the windshield wiper mechanism ?,location
What type is a snail ?,entity
Who was Sherlock Holmes 's archenemy ?,human
Where is `` Global Schoolhouse '' ?,location
How many years of schooling after highschool does it take to become a neurosurgeon ?,numeric
What are the top vegetable crops in the world ?,entity
What volcano showers ash on Sicily ?,location
Where are the U.S. headquarters for Procter & Gamble ?,location
Why did the Aztecs first think the Spanish were Gods ?,description
What are the rules to `` snow golf '' ?,description
What does Warner Bros. call a flightless cuckoo ?,entity
When did Mount St. Helen last have a major eruption ?,numeric
How do you say `` eat the day '' in Latin ?,entity
What are super balls made of ?,entity
What 's the name of Tom Sawyer 's aunt with whom he lives ?,human
What is the fastest-growing comic strip of all time ?,entity
Which member of the Micronauts spent 1 years traveling the Microverse in the Marvel comics ?,human
What doctor claimed in a 1946 book : `` There is no such thing as a bad boy '' ?,human
How long has L.L. Cool J. been married ?,numeric
How much did a knight 's armor weigh ?,numeric
What comedian created a punch-drunk pugilist named Cauliflower McPugg ?,human
What is the movie Jonathan Livingstone Seagull ?,entity
How tall is Prince Charles ?,numeric
What is the weight of air ?,numeric
What is a fear of children ?,entity
What is ouzo ?,description
"What race is 1 , 137 miles long ?",entity
What is the capital of Uruguay ?,location
What does the T.S. stand for in T.S. Eliot 's name ?,abbreviation
"How long is the world 's largest ship , in meters ?",numeric
Who is William Wordsworth ?,human
What is making love ?,description
Who is Charles Lindbergh ?,human
How tall is the replica of the Matterhorn at Disneyland ?,numeric
What are the largest deserts in the world ?,location
Where is Qatar ?,location
Why are peanut butter cookies topped with crisscrosses ?,description
What is the richest state in the U.S. ?,location
Who is the prime minister in Norway ?,human
What is a urologist ?,description
What actress starred in `` The Lion in Winter '' ?,human
What 's bottled in jeroboams ?,entity
Who won the rugby world cup in ?,human
What is Nicholas Cage 's profession ?,human
"How many times was pitcher , Warren Spahn , a 20-game winner in his 21 major league seasons ?",numeric
How many pins are used in skittles ?,numeric
What qualifications are there for individuals donating blood ?,description
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",location
Who is the famous sister of actress Olivia De Havilland ?,human
Which German president was pressured into appointing Hitler chancellor in 1933 ?,human
"How many people have been killed in wars , armed conflicts ?",numeric
What is the history of the hairdryer ?,description
"Which mammal lives , breeds , eats , and sleeps underground ?",entity
What trade did the 15th and 16th century Portuguese hope to control between Asia and Europe ?,entity
What happened in the city of Dogtown in 1899 ?,description
What was the largest city in the world to declare martial law in 1989 ?,location
What is a fear of sinning ?,entity
Where is the Thomas Edison Museum ?,location
What was the first minimum wage ?,numeric
What is the name of the highest mountain in Africa ?,location
What mountain range extends from the Gulf of St. Lawrence to Alabama ?,location
How many types of lemurs are there ?,numeric
What are some colorful flowers that will bloom in the fall in New England ?,entity
What 's the second-most-used murder weapon in the U.S. ?,entity
What businesses or agencies would do an employment verification ?,human
"What famous coach said `` if you can 't beat 'em in the alley , you can 't beat 'em on the ice '' ?",human
What onetime member of Ronald Reagan 's cabinet called federal policy toward Indians `` an example of the failure of socialism '' ?,human
How many claws has a lobster called a pistol lost ?,numeric
Who was Darth Vader 's son ?,human
What are the four most widely-used languages in North America ?,entity
What war was fought by the Spanish as far as the Philippines ?,entity
How do you make a million bucks ?,description
Who invented the process to make condensed milk ?,human
What is the largest city in Connecticut ?,location
What is the population of the United States ?,numeric
What actor and actress have made the most movies ?,human
What is the definition of spamming ?,description
Who found Hawaii ?,human
What does IQ stand for ?,abbreviation
Where can I find free piano scores for popular music ?,location
When did the American Civil War end ?,numeric
What country is the largest diamond producer ?,location
How long does it take the moon to revolve around the Earth ?,numeric
What beer is ` rockin ' America ? '',entity
What is a fear of women ?,entity
Who protects DC Comics ' realm of dreams ?,human
What are dinosaur droppings called ?,entity
What was the infamous feat of Germany 's U-2 submarine ?,description
What Homerian epic chronicles events toward the end of the Trojan Wars ?,entity
When did the vesuvius last erupt ?,numeric
What is widely used to detect prenatal birth defects ?,entity
When did the supercontinent Pangaea break up ?,numeric
What kind of mammal is a colt ?,entity
Who created Harry Lime ?,human
Why do many Native American students not complete college ?,description
What color are a cherry tree 's flowers ?,entity
Who was President Cleveland 's wife ?,human
What class of animals makes up more than two-thirds of known species ?,entity
What was the name of Sergeant Preston of the Yukon 's lead dog ?,entity
What film featured a snarly character named Kid Shelleen ?,entity
What company named one of its pens `` The Banana '' ?,human
What 's the capital of Monaco ?,location
What do Englishmen weigh themselves in ?,numeric
How big is the Electoral College ?,numeric
"What is it that walks on four legs , then on two legs , then on three ?",entity
What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ?,entity
Who invented the Moog Synthesizer ?,human
Who makes the `` Die Hard '' car battery ?,human
How long does it take to travel from Tokyo to Niigata ?,numeric
What state is the Filenes store located in ?,location
How does a bill become law ?,description
What is the starting salary of a radiographer ?,numeric
What is a disaccharide ?,description
Colin Powell is most famous for what ?,description
What star-faring race brought about the Inhumans on Marvel 's Earth ?,entity
How do you buy stocks ?,description
What does appropriates money mean ?,description
What is the name of Dolly Parton 's rarely seen husband ?,human
Where is the official `` zero '' of the sea level ?,location
Whose old London come-on was : `` Buy my sweet lavender '' ?,human
How did former WWF wrestler Rick Rude die ?,description
Who wrote the lyrics to Porgy and Bess ?,human
What is a `` False Moon '' ?,description
What 1976 Deep Throat clone provides the leading lady with a second larynx ?,entity
What line of luggage is named after a famous American flier ?,entity
What is a word whose letters can be rearranged to form a different word ?,entity
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ?,numeric
How many American actors were nominated for the best actor Oscar for 1983 ?,numeric
"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ?",numeric
"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ?",entity
How long was the longest sneezing attack ?,numeric
How can I get rich quick ?,description
How is the word ` qigong ' pronounced ?,description
What program do I need to run a .tbk file ?,entity
What is the seafaring name for the southern tip of South America ?,location
What two New York Yankee pitchers swapped wives and families ?,human
What are the 10 plagues of Egypt ?,entity
"What is the history of Hot Wheels cars , and how are they produced ?",description
What is the rounded part on the top of a matchbook called ?,entity
When did Nixon visit China ?,numeric
What 's the third month of the Gregorian calendar ?,numeric
What country owns Corsica ?,location
How many queen bees reign in a hive ?,numeric
"What sport features slotbacks , tailbacks , and touchbacks ?",entity
What meat complemented sweet potatoes and peas in the first TV dinner ?,entity
What is RAM in the computer ?,abbreviation
What is a `` repeating voter '' ?,description
What are dingoes ?,description
Where can I find a world atlas map online at no charge ?,location
What Leoncavallo opera features a prologue by a clown ?,entity
How can I get someone 's email address ?,description
What chapter of the Bible has the most verses ?,numeric
What ocean did the Titanic sink in ?,location
How did P.T. Barnum bill the diminutive Charles S. Stratton ?,description
In what year was the Wall built ?,numeric
Name one of King Henry VIII 's wives .,human
What southwestern state is dubbed The Silver State ?,location
What are pomegranates ?,description
Why do pharmacists work on raised floors ?,description
What does Robin Williams do ?,human
What country did the Allies invade in World War II 's Operation Avalanche ?,location
What famed river was Hernando de Soto the first European to see ?,location
What chess outcome results when a player has no legal move ?,entity
How do they find an epicenter ?,description
When was Christ born ?,numeric
Where do quality drinks begin ?,location
"In order from the top , the four stripes on a can of Pepsi are what colors ?",entity
What kind of substance is dextropropoxyphen napsylate ?,entity
Who is the French literary charcter who is chiefly famous for his enormous nose ?,human
What were first used by John L. Sullivan and James J. Corbett in 1892 ?,entity
"What country surrounds San Marino , the world 's smallest Republic ?",location
Who killed Martin Luther King ?,human
Who owns the rights on a TV program ?,human
What did Cool Hand Luke go to jail for ?,description
What was the V-8 Juice slogan : `` the tastebud '' ?,description
What was Mae West 's last film ?,entity
What letter does Gorbachev 's middle name start with ?,entity
Who invented Astroturf ?,human
What makes you fat ?,description
Name a flying mammal .,entity
What season does a hiemal activity normally take place in ?,numeric
What direction do the best surfing beaches face ?,location
What is the world record for the longest hair ?,numeric
What English word contains the most letters ?,entity
How do I know if I 'm jealous of someone ?,description
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ?,human
How does James Bond like his martinis ?,description
What California bay 's largest island is Angel Island ?,location
What was the name of the flight that Fawaz Younis hijacked ?,entity
What former African leader held his country 's boxing title for nine years ?,human
What is a wet dream ?,description
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",location
"What camera company said , `` If you haven 't got the time , we 've got the camera ? ''",human
What happened to Pepsi Clear ?,description
How much does one ton of cement cost ?,numeric
What is a Mexican hairless ?,description
What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?,human
Where is the oldest living thing on earth ?,location
What piece of jewelry is pictured on Monopoly 's Luxury Tax space ?,entity
"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?",human
What journalist can be found in and around Walden Puddle ?,human
How did Socrates die ?,description
How many sides does an obelisk have ?,numeric
What was Edward Albee 's first full-length play ?,entity
What was lost and regained by poet John Milton ?,entity
What woman pitcher has struck out Ted Williams and Hank Aaron ?,human
How can scientists predict weather by observing clouds ?,description
What songs were popular in 1948 ?,entity
In what year was the cannon invented ?,numeric
How many languages does the Pope speak ?,numeric
What bay divides Maryland 's Eastern and Western Shores ?,location
"What is the real name of the singer , Madonna ?",human
"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''",human
What color were Ernest Hemingway 's eyes ?,entity
What is the origin of the expression `` four-letter word '' ?,description
Who was the first woman in space ?,human
What is the only animal that can turn its stomach inside out ?,entity
What professional sports league originated the college draft ?,human
What is the difference between a board of directors and an advisory board ?,description
Who discovered imaginary numbers ?,human
Who does the voices of the Simpsons ?,human
How many feet high is the hurdle in front of a runner 's steeplechase water jump ?,numeric
What religion has the most members ?,entity
How many calories are there in a glass of water ?,numeric
"Who is the richest person in the world , without owning a business ?",human
What is SVHS ?,abbreviation
What is the chemical reactivity of neon ?,numeric
Where can I find info on Alexander Mackenzie ?,location
What is the cultural origin of the ceremony of potlatch ?,description
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?,location
How many countries watch MTV Europe ?,numeric
What is SAP ?,abbreviation
What layer of the atmosphere contains most of the ozone layer ?,entity
What is the airport code for Los Angeles International ?,numeric
"What was the claim to fame of Explorer I , launched February 1 , 1958 ?",description
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?",description
"What do the letters CE stand for on so many products , particularly electrical , purchased now ?",abbreviation
Where did the real St. Nicholas live ?,location
"Who manufactures the software , `` PhotoShop '' ?",human
How many eyes does a bat have ?,numeric
How do you say 2 in Latin ?,entity
What was Dwight Eisenhower 's favorite card game ?,entity
"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?",entity
What is the origin of the word nevermind ?,description
Who was the second man to walk on the moon ?,human
What is power steering ?,description
Where did Dikembe Mutombo go to college ?,location
What author was appointed U.S. ambassador to Spain in 1842 ?,human
What body of water does the Yukon River empty into ?,location
Who is Westview High 's band director in Funky Winkerbean ?,human
How does a chick breathe inside an egg ?,description
What is Mark McGwire 's e-mail address ?,location
How many maids were milking ?,numeric
The Kentucky Horse Park is located near what city ?,location
What is the celtic symbol for `` life '' ?,entity
What kind of fruit is a Yellow Transparent ?,entity
What song put James Taylor in the limelight ?,entity
"What drink is formed of tequila , orange juice and galliano ?",entity
Name four comic strips about pilots .,entity
What geological time do we live in ?,numeric
How do you dunk ?,description
Where is the massive North Korean nuclear complex located ?,location
How do plants make food ?,description
Where is Microsoft 's corporate headquarters located ?,location
How did the Hohenzollerns build their power around 17 ?,description
When was China 's first nuclear test ?,numeric
What is the name given to a group of geese ?,entity
"Why was Washington , DC originally called District of Columbia ?",description
How do I find a snowboarding website ?,description
What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ?,human
How much can a person be fined for having a dog on a beach ?,numeric
Why do movie and TV stars get paid so much ?,description
What is a turnkey contract ?,description
What are people doing to help prevent the extinction of birds ?,description
Why is the mile 528 feet ?,description
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?,location
How is carbon dioxide removed from natural gas ?,description
Who is Edmund Kemper ?,human
"What was Mao , the Chinese leader 's , full name ?",human
When is Dick Clark 's birthday ?,numeric
"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?",human
What radio station did Paul Harvey work for ?,human
What character narrates Treasure Island ?,human
What is the correct way to abbreviate cc. at the bottom of a business letter ?,abbreviation
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?,human
What seven digits follow the area code in the number for long distance information ?,numeric
What Catch-22 character is elected mayor of half a dozen Italian cities ?,human
"Whom does Uncle Duke 's girl friend , Honey , room with ?",human
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ?",human
When was the bar-code invented ?,numeric
What has to be produced in a writ of habeas corpus ?,entity
What team did Babe Ruth play his first major league game for ?,human
What class is categorized as the bourgeoisie ?,entity
What relative of Leo Tolstoy translated War and Peace eight times ?,human
How does the Nintendo `` Zapper '' work ?,description
How many cards is each player dealt in Contract Bridge ?,numeric
Who was the second person ever to wear Iron Man 's armor ?,human
What is InterLata Internet service ?,description
Who is the director and editor of the movie Big starring Tom Hanks ?,human
What is the `` fourth dimension '' ?,description
What is the Homelite Inc. home page ?,location
How old was Stevie Wonder when he signed with Motown Records ?,numeric
What is `` alternative '' anymore ?,description
Why do they call a hamburger a hamburger when there is no ham ?,description
Who won two gold medals in skiing in the Olympic Games in Calgary ?,human
What year was the Avery Dennison company founded ?,numeric
Where does the U.S. rank among world countries in area ?,numeric
What are the four railways in Monopoly ?,human
What are the names of all the seas in the world and what ocean do they drain into ?,location
What does BMW stand for ?,abbreviation
Name the highest mountain .,location
What is a biologist ?,description
What revelation did Alexander Butterfield make to the Senate Watergate committee ?,description
What island is home to statues called Mauis ?,location
What is a fear of black people ?,entity
What 's the most extensively grown and eaten food ?,entity
What was the worst hurricane ?,entity
How can I get started in writing for television ?,description
Where was Pythagoras born ?,location
What 1927 silent film received an international revival in 1981 ?,entity
What is the price for AAA 's liability auto insurance ?,numeric
What is LMDS ?,abbreviation
Who are the top ten richest people in the world ?,human
Who is the leader of Brunei ?,human
What is the capital of Italy ?,location
What game does Garry Kasparov play ?,entity
How do you get a pointsettia to turn red ?,description
What is kept in Fort Knox that is so valuable ?,entity
What is the greatest hiking Web site ?,location
"What is the population of Arcadia , Florida ?",numeric
What Stephen King novel is set in a graveyard for pets ?,entity
Who were the head writers for the Smothers Brothers Comedy Hour ?,human
Who portrayed Prewett in From Here to Eternity ?,human
What was the sequel to The Pink Panther ?,entity
How many people live in cities ?,numeric
How high must a mountain be to be called a mountain ?,numeric
What Scottish poet penned To a Mouse and To a Louse ?,human
What is the name of the inventor of silly putty ?,human
What ocean surrounds the Madeira Islands ?,location
What famous communist leader died in Mexico City ?,human
What was John Steinbeck 's travelling companion Charley ?,entity
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,location
How many mines can still be found in the Falklands after the war ended ?,numeric
How can I get in touch with Michael Moore of `` Roger & Me '' ?,description
How is ` qigong ' properly pronounced ?,description
How many gallons of water go over Niagra Falls every second ?,numeric
What turns blue litmus paper red ?,entity
Who was the first woman to run the mile in less than 4 36893 minutes ?,human
How many copies of an album must be sold for it to be a gold album ?,numeric
What is `` the soft drink for adults '' ?,entity
What is the only vegetable that starts with `` z '' ?,entity
What is a fear of machinery ?,entity
Who awarded The Flying Fickle Finger of Fate ?,human
"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?",location
What hide-and-seek game is played around a tin can ?,entity
What is the largest city in Texas ?,location
"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",human
What drink is the best thirst-quencher ?,entity
Where can I get a map of Prussia on the Internet ?,location
What was the longest war in U.S. history ?,entity
What is a `` node '' in computer terms ?,description
What are the five richest countries in the world ?,location
Where is McCarren Airport ?,location
What are the top boy names in the U.S. ?,human
How many tiles did the Space Shuttle Columbia lose on its second flight ?,numeric
How many teaspoons make up a tablespoon ?,numeric
Who was the lyricist and who was the composer between Gilbert and Sullivan ?,human
Who was the lawyer for Randy Craft ?,human
What is the origin of the word Marijuana ?,description
Who was the 3rd president of the United States ?,human
What organ contains the islands of Langerhans ?,entity
Name Dick Tracy 's two children .,human
What is a fear of points ?,entity
What fraction of a beaver 's life is spent swimming ?,numeric
How can SQL queries be improved ?,description
What is the most radioactive food ?,entity
What was the previous name for the Commonwealth ?,human
How much will gas be taxed in California by the year 2000 ?,numeric
Who gave King Arthur the round table ?,human
What state in the United States covers the largest area ?,location
How do you make a computer chip ?,description
Who became president of the U.S. in 1789 ?,human
Who wrote `` The Scarlet Letter '' ?,human
Who did Sara Jane Moore try to assassinate ?,human
What is Linux ?,description
How many dots make up the symbol for `` because '' ?,numeric
What title did Shevardnadze have during the Soviet era ?,human
What did the pyramid-builders of Egypt mainly eat ?,entity
What 's the international radio code word for the letter F ?,entity
What are the 28 tenses in the English language ?,entity
Which king signed the Magna Carta ?,human
What software offers inventors use of CAD-like design ?,entity
What is agent orange ?,description
Name the child left on a doorstep at the beginning of Gasoline Alley .,human
How many zip codes are there in the U.S. ?,numeric
"In Beetle Bailey , can you name Sarge 's dog ?",entity
Why shouldn 't you remove a bee stinger with tweezers ?,description
Which college did Dikembe Mutombo play basketball for ?,human
Why did Europeans first come to Australia and Oceania ?,description
What did the Confederate Constitution say about slavery ?,description
How long does it take the Milky Way Galaxy to make one revolution ?,numeric
How many people own pets ?,numeric
What web sites are linked to the Report on Genesis Eldercare ?,location
What is a fear of lice ?,entity
How long does it take different materials to decompose ?,numeric
How many colors are there in a rainbow ?,numeric
What was Darth Vader 's son named ?,human
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,description
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,human
Where is McCarren Airport located ?,location
How effective are condoms in protecting against AIDS ?,description
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",location
How many Marx Brothers were there ?,numeric
How tall is the Matterhorn ?,numeric
What country is proud to claim Volcano National Park ?,location
When was Babe Ruth born ?,numeric
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?,human
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,entity
What direction do most baseball pitchers pitch toward ?,location
How many Beanie Baby sites are there ?,numeric
How can I call a friend in another country when I do not know the telephone number ?,description
What is 55 times sweeter than cane sugar ?,entity
Where are diamonds mined ?,location
How do they get Teflon to stick to the pan ?,description
How much money did the Marcos steal from their country ?,numeric
Who makes the `` cross-your-heart bra '' ?,human
Who is Archie Bunker 's son-in-law ?,human
What company produces Spumante ?,human
What is the origin of music ?,description
What does `` B.Y.O.B. '' mean ?,abbreviation
What major airline has the best safety record in the world ?,human
What President became Chief Justice after his presidency ?,human
How many innings constitute an official baseball game ?,numeric
What city has a newspaper called The Plain Dealer ?,location
What U.S. state boasts Leif Ericson Park ?,location
How many flavors does Baskin & Robbins offer ?,numeric
Who was chief engineer of the Starship Enterprise ?,human
How does crosstalk relate to InSb thickness in infrared detectors ?,description
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?,human
Which type of submarine was bought recently by South Korea ?,entity
How much in miles is a ten K run ?,numeric
When was Beethoven born ?,numeric
Who is the most sexy celebrity ?,human
What detective lives on Punchbowl Hill and has 11 children ?,human
Where did the ukulele originate ?,location
Rotary engines used to be made by whom ?,human
What does seccession mean ?,description
Who portrayed the title character in the film The Day of the Jackal ?,human
What is the name of the gulf between Sweden and Finland ?,location
Who was the first X-Man to die in battle ?,human
What will the weather be today ?,description
Who is the President of Ghana ?,human
Which sex is denied voting rights in Kuwait ?,entity
What two countries is Andorra nestled between ?,location
How long ago was the Roe vs. Wade decision by the Supreme Court ?,numeric
What terrorist group was headed by Donald DeFreeze ?,human
What are the four largest mountain ranges in the continental United States ?,location
What is the size of the student body at the University of Massachusetts in Amherst ?,numeric
How can I determine the radius of an ellipse ?,description
Who starred in the movie The War of the Worlds ?,human
How many different kinds of ice cream are there ?,numeric
"What actor , who had greatest fame on TV , became the father of triplets ?",human
What is the Homelite Inc. home page ?,location
What is the Golden Rule ?,description
What is a movie that Kevin Costner made about Sioux Indians ?,entity
What were millions of kids wearing on their heads in 1955 ?,entity
How does color affect a person psychologically ?,description
What is Columbia Tristar 's phone number ?,numeric
What type of animal is the easiest kept pet there is ?,entity
What is sound ?,description
"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",entity
What are the current immigration laws in US ?,description
What were the five opening words on Ben Casey ?,entity
Why does it say on children 's cough syrup not to drive while using this medication ?,description
What hair color can I use to just cover a little gray ?,entity
Where was Tesla born ?,location
What does Larry King do for a living ?,human
Who shot Lee Harvey Oswald ?,human
When did Jaco Pastorius die ?,numeric
What blood sport features a movement called a veronica ?,entity
What was spawned the term `` MiG Alley '' ?,entity
What 's the most common street name in America ?,location
What is the difference between khaki and chino ?,description
What is the origin of infinity ?,description
What alloy do copper and tin form ?,entity
What plants are found in an estuary ?,entity
What are the side effects of mevacor ?,description
What are the top 5 tallest buildings in the world ?,location
Colin Powell is best known for what achievement ?,description
What was the name of the computer in ` 2001 : A Space Odyssey ' ?,entity
Who portrayed Renaud in Casablanca ?,human
What country has problems with hooligans ?,location
What planet did Percival Lovell discover ?,location
How often are brain cells replaced ?,numeric
How much did Mercury spend on advertising in 1993 ?,numeric
What kind of rocket launched the Surveyor spacecraft ?,entity
What country contains the westernmost point in South America ?,location
What did Abolitionists try to end ?,entity
What 's the American dollar equivalent for 8 pounds in the U.K. ?,numeric
Why should cigarette smoking be banned ?,description
What year did Charles Dicken die ?,numeric
What D.H. Lawrence novel was originally titled Tenderness ?,entity
What rock group raised a ruckus at the White House by singing American Woman ?,human
What is a fear of night or darkness ?,entity
What is the origin of the rock band Led Zeppelin 's name ?,description
How was Lawrence,description
How do I know if I am pregnant ?,description
When did the last Americans leave Vietnam ?,numeric
What famed clown appeared on an early Howdy Doody Show and insisted that Clarabell be made up as a real clown ?,human
"What group was formed in 1969 after police met resistance from patrons at the Stonewall , a Greenwich Village gay bar ?",human
Who was Confucius ?,human
What snack food has ridges ?,entity
What 's the most popular four-player game of all time ?,entity
What 's the meaning of the name Tatiana ?,description
How many people died when the Estonia sank in 1994 ?,numeric
What Southern California town is named after a character made famous by Edgar Rice Burroughs ?,location
